iter	Passed	Remaining
1662	23358	18779
1663	23374	18767
1664	23396	18759
1665	23414	18748
1666	23429	18734
1667	23442	18720
1668	23459	18708
1669	23473	18694
1670	23486	18679
1671	23501	18665
1672	23514	18651
1673	23527	18636
1674	23541	18622
1675	23554	18607
1676	23567	18592
1677	23580	18578
1678	23593	18563
1679	23606	18548
1680	23619	18533
1681	23635	18520
1682	23649	18506
1683	23664	18493
1684	23677	18478
1685	23690	18463
1686	23703	18448
1687	23717	18434
1688	23731	18420
1689	23744	18405
1690	23759	18392
1691	23773	18378
1692	23786	18363
1693	23799	18348
1694	23813	18334
1695	23828	18320
1696	23842	18306
1697	23856	18292
1698	23870	18278
1699	23886	18266
1700	23901	18252
1701	23914	18238
1702	23928	18223
1703	23943	18210
1704	23956	18195
1705	23969	18180
1706	23982	18166
1707	23996	18151
1708	24010	18137
1709	24023	18123
1710	24036	18108
1711	24049	18093
1712	24062	18078
1713	24076	18064
1714	24089	18049
1715	24102	18034
1716	24116	18020
1717	24129	18005
1718	24142	17991
1719	24158	17978
1720	24171	17963
1721	24185	17949
1722	24199	17935
1723	24213	17921
1724	24227	17907
1725	24241	17892
1726	24256	17879
1727	24269	17865
1728	24282	17850
1729	24296	17836
1730	24311	17822
1731	24324	17808
1732	24339	17794
1733	24353	17780
1734	24367	17766
1735	24381	17752
1736	24394	17737
1737	24408	17723
1738	24422	17709
1739	24435	17694
1740	24448	17680
1741	24462	17665
1742	24475	17651
1743	24490	17637
1744	24505	17624
1745	24518	17609
1746	24531	17594
1747	24544	17580
1748	24557	17565
1749	24570	17550
1750	24583	17535
1751	24596	17521
1752	24609	17506
1753	24624	17492
1754	24637	17477
1755	24651	17463
1756	24664	17449
1757	24679	17435
1758	24694	17422
1759	24708	17407
1760	24721	17393
1761	24736	17380
1762	24749	17365
1763	24763	17351
1764	24777	17337
1765	24791	17323
1766	24804	17308
1767	24817	17293
1768	24831	17279
1769	24847	17266
1770	24860	17252
1771	24874	17237
1772	24888	17224
1773	24902	17210
1774	24917	17196
1775	24931	17182
1776	24944	17167
1777	24959	17154
1778	24973	17140
1779	24987	17126
1780	25001	17112
1781	25015	17097
1782	25029	17083
1783	25044	17070
1784	25059	17057
1785	25073	17042
1786	25087	17028
1787	25100	17014
1788	25113	16999
1789	25128	16986
1790	25141	16971
1791	25155	16957
1792	25168	16942
1793	25182	16928
1794	25195	16914
1795	25209	16899
1796	25225	16887
1797	25246	16877
1798	25260	16863
1799	25281	16854
1800	25303	16845
1801	25317	16831
1802	25331	16817
1803	25345	16803
1804	25360	16790
1805	25383	16781
1806	25405	16773
1807	25428	16764
1808	25450	16755
1809	25475	16748
1810	25496	16739
1811	25513	16727
1812	25536	16719
1813	25560	16711
1814	25579	16700
1815	25602	16692
1816	25621	16681
1817	25636	16667
1818	25650	16654
1819	25664	16639
1820	25678	16625
1821	25692	16611
1822	25706	16597
1823	25720	16582
1824	25733	16568
1825	25747	16553
1826	25760	16539
1827	25773	16524
1828	25786	16509
1829	25800	16495
1830	25815	16481
1831	25828	16467
1832	25843	16453
1833	25857	16439
1834	25870	16424
1835	25883	16409
1836	25897	16395
1837	25910	16380
1838	25924	16366
1839	25937	16352
1840	25951	16337
1841	25964	16322
1842	25977	16308
1843	25991	16293
1844	26004	16279
1845	26017	16264
1846	26030	16249
1847	26043	16235
1848	26057	16220
1849	26069	16205
1850	26083	16190
1851	26096	16176
1852	26110	16162
1853	26130	16152
1854	26144	16137
1855	26158	16123
1856	26172	16109
1857	26185	16094
1858	26200	16081
1859	26217	16069
1860	26232	16055
1861	26245	16040
1862	26260	16026
1863	26273	16012
1864	26286	15997
1865	26300	15983
1866	26313	15968
1867	26327	15954
1868	26340	15939
1869	26354	15925
1870	26368	15911
1871	26381	15896
1872	26394	15882
1873	26409	15868
1874	26422	15853
1875	26435	15839
1876	26449	15824
1877	26463	15810
1878	26476	15795
1879	26489	15781
1880	26504	15767
1881	26517	15752
1882	26530	15737
1883	26543	15723
1884	26558	15709
1885	26573	15695
1886	26588	15682
1887	26602	15668
1888	26616	15654
1889	26629	15639
1890	26643	15625
1891	26657	15611
1892	26670	15596
1893	26684	15582
1894	26698	15568
1895	26711	15553
1896	26725	15539
1897	26739	15525
1898	26753	15510
1899	26766	15496
1900	26782	15483
1901	26795	15468
1902	26809	15454
1903	26823	15440
1904	26836	15425
1905	26850	15411
1906	26863	15396
1907	26877	15382
1908	26890	15367
1909	26903	15353
1910	26917	15339
1911	26930	15324
1912	26945	15310
1913	26958	15296
1914	26973	15282
1915	26986	15267
1916	27001	15254
1917	27014	15239
1918	27027	15224
1919	27041	15210
1920	27055	15196
1921	27068	15182
1922	27081	15167
1923	27094	15152
1924	27108	15138
1925	27123	15124
1926	27141	15112
1927	27154	15098
1928	27168	15084
1929	27182	15070
1930	27196	15055
1931	27210	15041
1932	27224	15027
1933	27240	15014
1934	27254	15000
1935	27268	14986
1936	27281	14971
1937	27295	14957
1938	27309	14943
1939	27323	14929
1940	27338	14915
1941	27351	14901
1942	27364	14886
1943	27378	14872
1944	27391	14857
1945	27405	14843
1946	27419	14829
1947	27432	14814
1948	27445	14800
1949	27460	14786
1950	27473	14771
1951	27488	14758
1952	27502	14743
1953	27517	14730
1954	27532	14716
1955	27545	14702
1956	27559	14687
1957	27573	14673
1958	27586	14659
1959	27601	14645
1960	27615	14631
1961	27628	14617
1962	27642	14602
1963	27656	14588
1964	27669	14574
1965	27684	14560
1966	27698	14546
1967	27712	14531
1968	27727	14518
1969	27740	14504
1970	27754	14489
1971	27768	14475
1972	27781	14461
1973	27795	14446
1974	27809	14432
1975	27822	14418
1976	27835	14403
1977	27849	14389
1978	27862	14374
1979	27875	14360
1980	27888	14345
1981	27904	14332
1982	27920	14319
1983	27933	14304
1984	27946	14290
1985	27959	14275
1986	27973	14261
1987	27986	14246
1988	27999	14232
1989	28012	14217
1990	28026	14203
1991	28039	14188
1992	28052	14174
1993	28065	14159
1994	28078	14144
1995	28091	14130
1996	28105	14116
1997	28124	14104
1998	28146	14094
1999	28167	14083
2000	28181	14069
2001	28194	14054
2002	28208	14040
2003	28222	14026
2004	28235	14012
2005	28249	13997
2006	28262	13983
2007	28277	13969
2008	28290	13955
2009	28303	13940
2010	28317	13926
2011	28330	13911
2012	28344	13897
2013	28357	13883
2014	28370	13868
2015	28383	13854
2016	28396	13839
2017	28411	13825
2018	28426	13811
2019	28439	13797
2020	28453	13783
2021	28465	13768
2022	28479	13754
2023	28495	13740
2024	28509	13726
2025	28521	13711
2026	28535	13697
2027	28548	13683
2028	28561	13668
2029	28574	13653
2030	28587	13639
2031	28601	13625
2032	28614	13610
2033	28627	13596
2034	28640	13581
2035	28653	13566
2036	28666	13552
2037	28679	13537
2038	28692	13522
2039	28705	13508
2040	28717	13493
2041	28730	13479
2042	28744	13464
2043	28759	13450
2044	28771	13436
2045	28785	13421
2046	28799	13407
2047	28812	13393
2048	28825	13378
2049	28841	13365
2050	28854	13350
2051	28868	13336
2052	28882	13322
2053	28895	13308
2054	28908	13293
2055	28921	13279
2056	28935	13264
2057	28948	13250
2058	28961	13235
2059	28974	13221
2060	28987	13206
2061	29000	13192
2062	29014	13178
2063	29027	13163
2064	29041	13149
2065	29054	13134
2066	29067	13120
2067	29080	13106
2068	29094	13091
2069	29108	13077
2070	29122	13063
2071	29136	13049
2072	29150	13035
2073	29164	13021
2074	29178	13007
2075	29191	12992
2076	29204	12978
2077	29218	12964
2078	29232	12949
2079	29248	12936
2080	29264	12923
2081	29279	12909
2082	29292	12895
2083	29306	12881
2084	29322	12868
2085	29337	12854
2086	29351	12840
2087	29364	12825
2088	29377	12811
2089	29390	12796
2090	29403	12782
2091	29418	12768
2092	29432	12754
2093	29445	12739
2094	29458	12725
2095	29471	12711
2096	29485	12696
2097	29498	12682
2098	29512	12668
2099	29526	12654
2100	29540	12640
2101	29553	12625
2102	29566	12611
2103	29580	12596
2104	29593	12582
2105	29608	12568
2106	29622	12554
2107	29636	12540
2108	29651	12526
2109	29664	12512
2110	29678	12498
2111	29692	12484
2112	29705	12469
2113	29718	12455
2114	29731	12440
2115	29745	12426
2116	29758	12412
2117	29772	12398
2118	29787	12384
2119	29801	12370
2120	29814	12356
2121	29828	12341
2122	29841	12327
2123	29855	12313
2124	29868	12298
2125	29881	12284
2126	29894	12269
2127	29908	12255
2128	29920	12241
2129	29935	12227
2130	29948	12212
2131	29961	12198
2132	29975	12184
2133	29989	12169
2134	30001	12155
2135	30015	12141
2136	30029	12126
2137	30042	12112
2138	30057	12098
2139	30071	12084
2140	30086	12071
2141	30103	12058
2142	30120	12045
2143	30137	12032
2144	30156	12020
2145	30170	12006
2146	30184	11992
2147	30197	11977
2148	30211	11963
2149	30228	11950
2150	30243	11937
2151	30259	11923
2152	30272	11909
2153	30286	11895
2154	30300	11881
2155	30313	11866
2156	30327	11852
2157	30341	11838
2158	30354	11824
2159	30369	11810
2160	30384	11796
2161	30398	11782
2162	30412	11768
2163	30425	11754
2164	30440	11740
2165	30453	11725
2166	30468	11712
2167	30481	11697
2168	30494	11683
2169	30507	11668
2170	30521	11654
2171	30534	11640
2172	30547	11625
2173	30561	11611
2174	30575	11597
2175	30590	11583
2176	30603	11569
2177	30617	11555
2178	30630	11541
2179	30644	11526
2180	30658	11512
2181	30671	11498
2182	30684	11483
2183	30698	11469
2184	30711	11455
2185	30725	11441
2186	30740	11427
2187	30753	11413
2188	30767	11398
2189	30780	11384
2190	30793	11370
2191	30807	11356
2192	30822	11342
2193	30835	11327
2194	30848	11313
2195	30861	11299
2196	30874	11284
2197	30887	11270
2198	30901	11255
2199	30914	11241
2200	30927	11227
2201	30941	11213
2202	30957	11199
2203	30970	11185
2204	30983	11171
2205	30996	11156
2206	31010	11142
2207	31023	11127
2208	31036	11113
2209	31050	11099
2210	31063	11085
2211	31076	11070
2212	31091	11057
2213	31111	11045
2214	31156	11042
2215	31178	11030
2216	31195	11017
2217	31209	11003
2218	31224	10989
2219	31238	10975
2220	31252	10961
2221	31267	10947
2222	31280	10933
2223	31294	10919
2224	31308	10905
2225	31322	10891
2226	31337	10877
2227	31351	10863
2228	31364	10848
2229	31378	10834
2230	31393	10820
2231	31406	10806
2232	31420	10792
2233	31435	10778
2234	31450	10765
2235	31464	10750
2236	31477	10736
2237	31492	10722
2238	31505	10708
2239	31519	10694
2240	31532	10679
2241	31546	10665
2242	31559	10651
2243	31572	10636
2244	31585	10622
2245	31597	10607
2246	31611	10593
2247	31625	10579
2248	31639	10565
2249	31652	10550
2250	31665	10536
2251	31679	10522
2252	31694	10508
2253	31707	10494
2254	31720	10479
2255	31733	10465
2256	31746	10450
2257	31759	10436
2258	31772	10422
2259	31785	10407
2260	31798	10393
2261	31812	10379
2262	31826	10364
2263	31839	10350
2264	31852	10336
2265	31865	10321
2266	31878	10307
2267	31893	10293
2268	31906	10279
2269	31919	10264
2270	31932	10250
2271	31945	10236
2272	31958	10221
2273	31973	10207
2274	31986	10193
2275	32000	10179
2276	32014	10165
2277	32028	10151
2278	32042	10137
2279	32055	10122
2280	32071	10109
2281	32086	10095
2282	32099	10081
2283	32112	10066
2284	32126	10052
2285	32159	10044
2286	32230	10048
2287	32296	10050
2288	32328	10041
2289	32341	10027
2290	32357	10013
2291	32370	9999
2292	32383	9984
2293	32397	9970
2294	32410	9956
2295	32424	9942
2296	32437	9927
2297	32451	9913
2298	32466	9899
2299	32480	9885
2300	32493	9871
2301	32509	9857
2302	32523	9843
2303	32537	9829
2304	32552	9815
2305	32566	9801
2306	32581	9787
2307	32595	9772
2308	32611	9759
2309	32625	9745
2310	32639	9731
2311	32653	9716
2312	32667	9702
2313	32681	9688
2314	32695	9674
2315	32712	9661
2316	32726	9647
2317	32740	9633
2318	32755	9619
2319	32770	9605
2320	32784	9590
2321	32797	9576
2322	32813	9563
2323	32827	9548
2324	32841	9534
2325	32856	9520
2326	32871	9506
2327	32886	9493
2328	32903	9479
2329	32915	9465
2330	32928	9450
2331	32941	9436
2332	32954	9421
2333	32967	9407
2334	32980	9392
2335	32995	9378
2336	33007	9364
2337	33020	9349
2338	33035	9335
2339	33049	9321
2340	33063	9307
2341	33077	9293
2342	33091	9279
2343	33105	9264
2344	33120	9251
2345	33133	9236
2346	33148	9222
2347	33163	9208
2348	33177	9194
2349	33191	9180
2350	33207	9167
2351	33222	9153
2352	33236	9139
2353	33250	9124
2354	33264	9110
2355	33278	9096
2356	33291	9082
2357	33306	9068
2358	33320	9053
2359	33333	9039
2360	33346	9025
2361	33361	9011
2362	33375	8997
2363	33391	8983
2364	33406	8969
2365	33419	8955
2366	33434	8941
2367	33447	8926
2368	33461	8912
2369	33474	8898
2370	33487	8883
2371	33500	8869
2372	33513	8855
2373	33527	8840
2374	33541	8826
2375	33555	8812
2376	33568	8798
2377	33583	8784
2378	33596	8769
2379	33610	8755
2380	33623	8741
2381	33637	8727
2382	33651	8712
2383	33664	8698
2384	33678	8684
2385	33692	8670
2386	33706	8656
2387	33720	8641
2388	33734	8627
2389	33748	8613
2390	33761	8599
2391	33776	8585
2392	33790	8571
2393	33804	8557
2394	33818	8542
2395	33831	8528
2396	33844	8514
2397	33857	8499
2398	33870	8485
2399	33884	8471
2400	33898	8457
2401	33912	8442
2402	33925	8428
2403	33938	8414
2404	33952	8399
2405	33967	8385
2406	33981	8371
2407	33994	8357
2408	34008	8343
2409	34021	8328
2410	34035	8314
2411	34048	8300
2412	34061	8285
2413	34074	8271
2414	34108	8262
2415	34129	8249
2416	34143	8235
2417	34159	8221
2418	34172	8207
2419	34187	8193
2420	34200	8179
2421	34214	8165
2422	34227	8150
2423	34241	8136
2424	34255	8122
2425	34269	8108
2426	34283	8094
2427	34297	8080
2428	34311	8065
2429	34325	8051
2430	34339	8037
2431	34352	8023
2432	34364	8008
2433	34378	7994
2434	34391	7980
2435	34404	7965
2436	34417	7951
2437	34430	7936
2438	34443	7922
2439	34456	7908
2440	34469	7893
2441	34482	7879
2442	34496	7865
2443	34509	7850
2444	34524	7836
2445	34537	7822
2446	34550	7808
2447	34564	7793
2448	34577	7779
2449	34591	7765
2450	34604	7751
2451	34618	7736
2452	34632	7722
2453	34646	7708
2454	34661	7694
2455	34674	7680
2456	34694	7667
2457	34711	7654
2458	34735	7642
2459	34755	7629
2460	34769	7615
2461	34783	7600
2462	34798	7586
2463	34816	7573
2464	34830	7559
2465	34844	7545
2466	34861	7531
2467	34874	7517
2468	34888	7503
2469	34902	7489
2470	34915	7474
2471	34929	7460
2472	34942	7446
2473	34955	7431
2474	34968	7417
2475	34982	7403
2476	34995	7389
2477	35008	7374
2478	35024	7360
2479	35037	7346
2480	35050	7332
2481	35064	7318
2482	35078	7303
2483	35093	7289
2484	35107	7275
2485	35122	7261
2486	35136	7247
2487	35151	7233
2488	35165	7219
2489	35179	7205
2490	35193	7191
2491	35208	7177
2492	35226	7163
2493	35239	7149
2494	35253	7135
2495	35266	7121
2496	35281	7107
2497	35294	7092
2498	35311	7079
2499	35325	7065
2500	35340	7051
2501	35353	7036
2502	35367	7022
2503	35380	7008
2504	35395	6994
2505	35409	6980
2506	35423	6966
2507	35436	6951
2508	35450	6937
2509	35463	6923
2510	35477	6908
2511	35491	6894
2512	35505	6880
2513	35519	6866
2514	35533	6852
2515	35546	6838
2516	35559	6823
2517	35573	6809
2518	35586	6795
2519	35599	6780
2520	35613	6766
2521	35626	6752
2522	35639	6738
2523	35653	6723
2524	35667	6709
2525	35683	6695
2526	35696	6681
2527	35709	6667
2528	35722	6652
2529	35735	6638
2530	35749	6624
2531	35763	6610
2532	35776	6595
2533	35791	6582
2534	35805	6567
2535	35820	6553
2536	35834	6539
2537	35850	6525
2538	35864	6511
2539	35879	6497
2540	35892	6483
2541	35907	6469
2542	35920	6455
2543	35934	6441
2544	35950	6427
2545	35964	6413
2546	35977	6398
2547	35990	6384
2548	36004	6370
2549	36018	6356
2550	36032	6341
2551	36045	6327
2552	36059	6313
2553	36075	6299
2554	36101	6287
2555	36124	6275
2556	36147	6262
2557	36171	6250
2558	36195	6237
2559	36215	6224
2560	36229	6210
2561	36243	6196
2562	36256	6181
2563	36273	6168
2564	36295	6155
2565	36309	6141
2566	36322	6126
2567	36336	6112
2568	36349	6098
2569	36363	6084
2570	36377	6069
2571	36390	6055
2572	36404	6041
2573	36419	6027
2574	36433	6013
2575	36447	5999
2576	36460	5984
2577	36473	5970
2578	36487	5956
2579	36501	5942
2580	36514	5927
2581	36528	5913
2582	36541	5899
2583	36554	5884
2584	36567	5870
2585	36581	5856
2586	36595	5842
2587	36610	5828
2588	36623	5813
2589	36637	5799
2590	36650	5785
2591	36664	5771
2592	36677	5756
2593	36690	5742
2594	36704	5728
2595	36717	5714
2596	36731	5699
2597	36744	5685
2598	36759	5671
2599	36772	5657
2600	36786	5643
2601	36799	5628
2602	36815	5614
2603	36829	5600
2604	36842	5586
2605	36856	5572
2606	36869	5557
2607	36882	5543
2608	36897	5529
2609	36912	5515
2610	36926	5501
2611	36940	5487
2612	36953	5473
2613	36968	5459
2614	36981	5444
2615	36995	5430
2616	37009	5416
2617	37023	5402
2618	37036	5387
2619	37051	5373
2620	37065	5359
2621	37090	5347
2622	37124	5335
2623	37157	5324
2624	37186	5312
2625	37221	5301
2626	37251	5289
2627	37267	5275
2628	37282	5261
2629	37296	5247
2630	37310	5232
2631	37323	5218
2632	37337	5204
2633	37351	5190
2634	37364	5175
2635	37378	5161
2636	37391	5147
2637	37405	5132
2638	37418	5118
2639	37433	5104
2640	37447	5090
2641	37460	5075
2642	37475	5061
2643	37488	5047
2644	37502	5033
2645	37515	5019
2646	37528	5004
2647	37541	4990
2648	37555	4976
2649	37569	4961
2650	37583	4947
2651	37596	4933
2652	37610	4919
2653	37624	4905
2654	37637	4890
2655	37650	4876
2656	37664	4862
2657	37678	4848
2658	37691	4833
2659	37704	4819
2660	37717	4805
2661	37731	4790
2662	37744	4776
2663	37757	4762
2664	37770	4747
2665	37783	4733
2666	37797	4719
2667	37810	4705
2668	37823	4690
2669	37838	4676
2670	37851	4662
2671	37864	4648
2672	37877	4633
2673	37891	4619
2674	37905	4605
2675	37918	4591
2676	37932	4576
2677	37945	4562
2678	37958	4548
2679	37971	4533
2680	37985	4519
2681	37998	4505
2682	38011	4491
2683	38026	4477
2684	38039	4462
2685	38053	4448
2686	38067	4434
2687	38081	4420
2688	38097	4406
2689	38111	4391
2690	38126	4377
2691	38140	4363
2692	38154	4349
2693	38168	4335
2694	38182	4321
2695	38196	4307
2696	38211	4292
2697	38226	4278
2698	38240	4264
2699	38255	4250
2700	38270	4236
2701	38283	4222
2702	38297	4208
2703	38311	4193
2704	38325	4179
2705	38339	4165
2706	38353	4151
2707	38366	4137
2708	38380	4122
2709	38394	4108
2710	38407	4094
2711	38420	4080
2712	38434	4065
2713	38449	4051
2714	38463	4037
2715	38477	4023
2716	38491	4009
2717	38505	3995
2718	38520	3981
2719	38534	3966
2720	38550	3952
2721	38565	3938
2722	38579	3924
2723	38593	3910
2724	38608	3896
2725	38622	3882
2726	38636	3867
2727	38649	3853
2728	38663	3839
2729	38677	3825
2730	38692	3811
2731	38706	3796
2732	38719	3782
2733	38733	3768
2734	38747	3754
2735	38760	3740
2736	38775	3725
2737	38789	3711
2738	38802	3697
2739	38816	3683
2740	38829	3669
2741	38845	3655
2742	38860	3641
2743	38875	3626
2744	38889	3612
2745	38905	3598
2746	38919	3584
2747	38933	3570
2748	38948	3556
2749	38962	3542
2750	38976	3527
2751	38992	3513
2752	39006	3499
2753	39021	3485
2754	39034	3471
2755	39048	3457
2756	39064	3443
2757	39078	3428
2758	39095	3414
2759	39110	3400
2760	39125	3386
2761	39139	3372
2762	39153	3358
2763	39167	3344
2764	39183	3330
2765	39198	3316
2766	39212	3301
2767	39228	3287
2768	39243	3273
2769	39258	3259
2770	39272	3245
2771	39288	3231
2772	39303	3217
2773	39319	3203
2774	39332	3189
2775	39346	3174
2776	39360	3160
2777	39373	3146
2778	39387	3132
2779	39400	3118
2780	39414	3103
2781	39427	3089
2782	39441	3075
2783	39455	3061
2784	39468	3046
2785	39481	3032
2786	39495	3018
2787	39509	3004
2788	39524	2990
2789	39538	2976
2790	39555	2962
2791	39569	2947
2792	39583	2933
2793	39599	2919
2794	39613	2905
2795	39626	2891
2796	39640	2877
2797	39654	2862
2798	39668	2848
2799	39681	2834
2800	39695	2820
2801	39709	2806
2802	39723	2791
2803	39736	2777
2804	39750	2763
2805	39763	2749
2806	39777	2734
2807	39790	2720
2808	39803	2706
2809	39820	2692
2810	39833	2678
2811	39847	2664
2812	39861	2649
2813	39874	2635
2814	39889	2621
2815	39902	2607
2816	39915	2593
2817	39929	2578
2818	39943	2564
2819	39956	2550
2820	39969	2536
2821	39985	2522
2822	40000	2507
2823	40014	2493
2824	40028	2479
2825	40042	2465
2826	40057	2451
2827	40071	2437
2828	40086	2423
2829	40101	2408
2830	40116	2394
2831	40131	2380
2832	40146	2366
2833	40161	2352
2834	40175	2338
2835	40190	2324
2836	40204	2309
2837	40218	2295
2838	40232	2281
2839	40246	2267
2840	40260	2253
2841	40275	2239
2842	40290	2224
2843	40304	2210
2844	40319	2196
2845	40336	2182
2846	40352	2168
2847	40366	2154
2848	40380	2140
2849	40394	2126
2850	40407	2111
2851	40421	2097
2852	40435	2083
2853	40450	2069
2854	40464	2055
2855	40477	2040
2856	40491	2026
2857	40505	2012
2858	40519	1998
2859	40533	1984
2860	40547	1969
2861	40561	1955
2862	40575	1941
2863	40588	1927
2864	40602	1913
2865	40616	1899
2866	40630	1884
2867	40643	1870
2868	40658	1856
2869	40672	1842
2870	40687	1828
2871	40701	1813
2872	40714	1799
2873	40729	1785
2874	40743	1771
2875	40757	1757
2876	40772	1743
2877	40785	1728
2878	40799	1714
2879	40813	1700
2880	40829	1686
2881	40845	1672
2882	40862	1658
2883	40876	1644
2884	40890	1629
2885	40905	1615
2886	40919	1601
2887	40933	1587
2888	40948	1573
2889	40962	1559
2890	40977	1544
2891	40991	1530
2892	41005	1516
2893	41020	1502
2894	41036	1488
2895	41050	1474
2896	41065	1460
2897	41079	1445
2898	41093	1431
2899	41108	1417
2900	41122	1403
2901	41137	1389
2902	41151	1375
2903	41165	1360
2904	41180	1346
2905	41195	1332
2906	41209	1318
2907	41223	1304
2908	41258	1290
2909	41289	1276
2910	41305	1262
2911	41319	1248
2912	41333	1234
2913	41347	1220
2914	41361	1206
2915	41375	1191
2916	41388	1177
2917	41402	1163
2918	41416	1149
2919	41430	1135
2920	41445	1120
2921	41460	1106
2922	41475	1092
2923	41491	1078
2924	41504	1064
2925	41517	1050
2926	41531	1035
2927	41545	1021
2928	41559	1007
2929	41573	993
2930	41586	979
2931	41600	964
2932	41613	950
2933	41626	936
2934	41640	922
2935	41655	908
2936	41668	893
2937	41681	879
2938	41695	865
2939	41708	851
2940	41721	836
2941	41734	822
2942	41747	808
2943	41761	794
2944	41774	780
2945	41787	765
2946	41800	751
2947	41813	737
2948	41826	723
2949	41842	709
2950	41855	694
2951	41868	680
2952	41882	666
2953	41896	652
2954	41909	638
2955	41923	624
2956	41936	609
2957	41951	595
2958	41964	581
2959	41977	567
2960	41991	553
2961	42004	538
2962	42017	524
2963	42032	510
2964	42045	496
2965	42059	482
2966	42072	467
2967	42086	453
2968	42104	439
2969	42128	425
2970	42142	411
2971	42156	397
2972	42171	382
2973	42185	368
2974	42200	354
2975	42214	340
2976	42230	326
2977	42244	312
2978	42261	297
2979	42276	283
2980	42292	269
2981	42307	255
2982	42320	241
2983	42334	226
2984	42348	212
2985	42361	198
2986	42374	184
2987	42388	170
2988	42401	156
2989	42416	141
2990	42432	127
2991	42448	113
2992	42461	99
2993	42475	85
2994	42490	70
2995	42503	56
2996	42516	42
2997	42531	28
2998	42548	14
2999	42563	0
