iter	MAPE
1513	0.1116884875
1514	0.11167878
1515	0.1116730012
1516	0.1116585394
1517	0.1116371052
1518	0.1116239961
1519	0.1116217582
1520	0.1116144775
1521	0.11161032
1522	0.1116045611
1523	0.111597738
1524	0.1115756672
1525	0.1115462065
1526	0.1115439984
1527	0.1115233301
1528	0.1115131252
1529	0.1115105492
1530	0.1114895029
1531	0.1114790593
1532	0.1114672332
1533	0.1114488028
1534	0.1114460975
1535	0.1114386278
1536	0.1114267023
1537	0.1114259165
1538	0.1114035872
1539	0.1114017372
1540	0.1113909555
1541	0.111375131
1542	0.111366617
1543	0.1113630761
1544	0.1113530901
1545	0.1113389664
1546	0.1113329887
1547	0.1113060941
1548	0.1112946161
1549	0.1112920897
1550	0.1112845505
1551	0.1112657919
1552	0.1112603811
1553	0.1112558854
1554	0.1112495596
1555	0.1112455214
1556	0.1112277972
1557	0.1112118931
1558	0.1112098343
1559	0.1111935622
1560	0.1111799458
1561	0.1111686369
1562	0.1111616447
1563	0.1111407178
1564	0.1111331487
1565	0.1111273998
1566	0.1111156433
1567	0.1110971035
1568	0.1110905091
1569	0.1110806325
1570	0.1110749432
1571	0.1110659419
1572	0.1110577561
1573	0.1110478298
1574	0.1110452736
1575	0.111040191
1576	0.1110371773
1577	0.1110262365
1578	0.1110204477
1579	0.1110156139
1580	0.1110113768
1581	0.1110029324
1582	0.1110007243
1583	0.1109804738
1584	0.1109730837
1585	0.1109699506
1586	0.1109680907
1587	0.1109503565
1588	0.1109447269
1589	0.1109282361
1590	0.1109262667
1591	0.1109220694
1592	0.1108935435
1593	0.1108878344
1594	0.1108685685
1595	0.1108645801
1596	0.1108556881
1597	0.1108504564
1598	0.1108232534
1599	0.1108153262
1600	0.1108098658
1601	0.1108075383
1602	0.1108010335
1603	0.1107937628
1604	0.1107915448
1605	0.1107815388
1606	0.110771513
1607	0.1107583541
1608	0.110740053
1609	0.1107174353
1610	0.1107157245
1611	0.1107069917
1612	0.1107061065
1613	0.1107043162
1614	0.1106989352
1615	0.1106863632
1616	0.1106754024
1617	0.1106693949
1618	0.1106650185
1619	0.1106495322
1620	0.1106366518
1621	0.1106346725
1622	0.1106252335
1623	0.1106128803
1624	0.1106041475
1625	0.1105880346
1626	0.1105878058
1627	0.110575741
1628	0.1105622837
1629	0.1105594988
1630	0.1105297794
1631	0.1105054807
1632	0.1105006866
1633	0.1104824154
1634	0.1104681524
1635	0.1104631097
1636	0.1104496425
1637	0.1104436648
1638	0.1104325846
1639	0.1104300185
1640	0.1104250354
1641	0.1104207287
1642	0.1104049639
1643	0.1104018308
1644	0.1103889803
1645	0.1103861058
1646	0.1103693762
1647	0.1103643832
1648	0.1103595991
1649	0.1103472259
1650	0.1103352507
1651	0.110327602
1652	0.110307978
1653	0.1103036514
1654	0.1102987877
1655	0.1102840275
1656	0.1102794124
1657	0.1102687998
1658	0.1102621059
1659	0.1102576699
1660	0.1102529255
1661	0.1102394484
1662	0.1102345946
1663	0.1102307355
1664	0.1102170793
1665	0.1102055317
1666	0.1101964309
1667	0.1101897868
1668	0.1101857884
1669	0.1101838886
1670	0.1101628225
1671	0.1101570039
1672	0.1101422437
1673	0.1101385437
1674	0.1101267077
1675	0.1101133896
1676	0.1101076506
1677	0.1100963318
1678	0.1100877283
1679	0.1100709788
1680	0.1100698052
1681	0.1100580487
1682	0.1100468194
1683	0.1100419954
1684	0.1100384844
1685	0.1100265489
1686	0.1100239231
1687	0.1100222024
1688	0.1100145438
1689	0.1099833922
1690	0.1099686717
1691	0.109960854
1692	0.1099552045
1693	0.1099299907
1694	0.1099215563
1695	0.1099169313
1696	0.1099126445
1697	0.1099079896
1698	0.1099027082
1699	0.1098980036
1700	0.1098959547
1701	0.1098889625
1702	0.1098825571
1703	0.1098781509
1704	0.1098732374
1705	0.1098719743
1706	0.1098696667
1707	0.1098649522
1708	0.1098581191
1709	0.1098445823
1710	0.109834089
1711	0.1098309957
1712	0.1098272162
1713	0.1098223823
1714	0.1098139479
1715	0.1098085073
1716	0.1097927623
1717	0.1097709005
1718	0.1097630231
1719	0.1097483424
1720	0.109723059
1721	0.1096974773
1722	0.1096752176
1723	0.1096675987
1724	0.1096586969
1725	0.1096467116
1726	0.1096422458
1727	0.1096369245
1728	0.1096242232
1729	0.1096220449
1730	0.1096156594
1731	0.1096132823
1732	0.1096036643
1733	0.1095887349
1734	0.1095671118
1735	0.1095514862
1736	0.1095481841
1737	0.1095387153
1738	0.1095349058
1739	0.1095318722
1740	0.109529883
1741	0.1095211701
1742	0.1095050174
1743	0.1094993679
1744	0.1094894415
1745	0.1094812757
1746	0.1094500246
1747	0.1094461157
1748	0.1094397103
1749	0.1094222745
1750	0.1094135616
1751	0.1094077729
1752	0.1093994777
1753	0.1093883081
1754	0.1093804605
1755	0.1093625672
1756	0.1093609957
1757	0.1093502139
1758	0.1093373833
1759	0.1093308088
1760	0.1093241846
1761	0.1093205741
1762	0.1093177892
1763	0.1093154419
1764	0.1093075246
1765	0.1093023427
1766	0.1092960168
1767	0.1092908846
1768	0.109287473
1769	0.1092805504
1770	0.1092732001
1771	0.1092670534
1772	0.1092640695
1773	0.1092550184
1774	0.1092527805
1775	0.1092178095
1776	0.1092130353
1777	0.1092035267
1778	0.1091952414
1779	0.1091863296
1780	0.1091700078
1781	0.1091661686
1782	0.1091626774
1783	0.1091550785
1784	0.1091474895
1785	0.1091418102
1786	0.1091367277
1787	0.1091224747
1788	0.1091149752
1789	0.1090906268
1790	0.1090891945
1791	0.1090875832
1792	0.1090722959
1793	0.1090691628
1794	0.1090527714
1795	0.1090209633
1796	0.1090156122
1797	0.1090141899
1798	0.1090111662
1799	0.1090071877
1800	0.108999549
1801	0.1089937503
1802	0.1089893839
1803	0.1089819939
1804	0.1089764538
1805	0.1089705159
1806	0.1089693522
1807	0.108962539
1808	0.1089568398
1809	0.1089511108
1810	0.1089437804
1811	0.1089418508
1812	0.1089344806
1813	0.1089238183
1814	0.1089224656
1815	0.1089210234
1816	0.1089114252
1817	0.1089087099
1818	0.1088959091
1819	0.1088819446
1820	0.1088670948
1821	0.1088644789
1822	0.1088557362
1823	0.1088498977
1824	0.1088444671
1825	0.1088357442
1826	0.1088266136
1827	0.1088187958
1828	0.1088162297
1829	0.1088143399
1830	0.1088127087
1831	0.1088065122
1832	0.1087978689
1833	0.10878657
1834	0.1087800253
1835	0.1087689949
1836	0.1087568207
1837	0.1087470834
1838	0.1087458898
1839	0.1087450842
1840	0.1087420506
1841	0.1087396137
1842	0.108728275
1843	0.1087130075
1844	0.1087006145
1845	0.1086960591
1846	0.1086810303
1847	0.1086789714
1848	0.1086565327
1849	0.108650933
1850	0.1086418123
1851	0.1086394948
1852	0.1086304636
1853	0.1086197714
1854	0.1086144999
1855	0.1086061052
1856	0.1086014404
1857	0.1085949157
1858	0.1085922998
1859	0.1085863022
1860	0.1085730041
1861	0.1085726958
1862	0.1085608796
1863	0.1085518783
1864	0.1085453834
1865	0.1085384608
1866	0.1085278481
1867	0.108509557
1868	0.1085059167
1869	0.1085005855
1870	0.1084857954
1871	0.1084744965
1872	0.1084650774
1873	0.1084564341
1874	0.1084541265
1875	0.1084499193
1876	0.1084432155
1877	0.108439416
1878	0.1084319862
1879	0.1084251929
1880	0.1084200805
1881	0.1084131381
1882	0.1083988055
1883	0.1083931262
1884	0.1083863528
1885	0.108373552
1886	0.1083714135
1887	0.1083599057
1888	0.1083539678
1889	0.1083500589
1890	0.1083378748
1891	0.1083314197
1892	0.1083138745
1893	0.1083095777
1894	0.1083019688
1895	0.1083009444
1896	0.1082898543
1897	0.1082800871
1898	0.108272886
1899	0.108270857
1900	0.1082656252
1901	0.1082577975
1902	0.1082507258
1903	0.1082421521
1904	0.1082333198
1905	0.1082298685
1906	0.1082196935
1907	0.108210334
1908	0.1082043066
1909	0.1081921722
1910	0.1081873781
1911	0.1081808534
1912	0.1081784066
1913	0.108175741
1914	0.1081735528
1915	0.1081719415
1916	0.108156485
1917	0.1081488165
1918	0.1081452159
1919	0.1081381641
1920	0.1081275216
1921	0.1081252638
1922	0.1081196243
1923	0.1081186694
1924	0.1081078578
1925	0.1081063162
1926	0.1081030836
1927	0.1080935253
1928	0.1080785065
1929	0.1080744981
1930	0.1080650591
1931	0.1080517212
1932	0.1080376672
1933	0.1080332311
1934	0.1080250852
1935	0.1080199728
1936	0.1080040986
1937	0.1079846437
1938	0.1079813117
1939	0.107967387
1940	0.107959609
1941	0.1079577789
1942	0.1079541883
1943	0.107937956
1944	0.1079333211
1945	0.1079268659
1946	0.1079237926
1947	0.1079192073
1948	0.1079119466
1949	0.1079067347
1950	0.1078973853
1951	0.1078890801
1952	0.1078845745
1953	0.1078742105
1954	0.1078678946
1955	0.1078638664
1956	0.1078531742
1957	0.1078431086
1958	0.107835639
1959	0.1078155973
1960	0.1078061682
1961	0.1078023091
1962	0.1077938448
1963	0.1077870018
1964	0.1077717045
1965	0.1077633695
1966	0.107748112
1967	0.1077429698
1968	0.1077412789
1969	0.1077333915
1970	0.1077277122
1971	0.1077111119
1972	0.1076936364
1973	0.1076837796
1974	0.107678538
1975	0.1076597395
1976	0.1076449893
1977	0.1076196064
1978	0.1076157075
1979	0.1076113113
1980	0.1075727198
1981	0.1075686319
1982	0.1075435674
1983	0.1075381665
1984	0.1075261913
1985	0.1075231676
1986	0.1075148724
1987	0.1075095512
1988	0.1075008979
1989	0.1074936969
1990	0.1074902057
1991	0.1074882264
1992	0.1074828952
1993	0.1074757936
1994	0.1074736353
1995	0.1074651611
1996	0.1074500129
1997	0.1074364463
1998	0.1074325274
1999	0.1074267089
2000	0.1074229989
2001	0.1074131223
2002	0.1074105761
2003	0.1073988992
2004	0.1073958258
2005	0.1073926529
2006	0.1073868543
2007	0.1073781314
2008	0.1073692395
2009	0.107366912
2010	0.1073562397
2011	0.1073331545
2012	0.1073245609
2013	0.1073218157
2014	0.1073175786
2015	0.1073125458
2016	0.1072963434
2017	0.1072953985
2018	0.107293827
2019	0.1072905845
2020	0.1072831845
2021	0.1072792955
2022	0.1072596716
2023	0.1072567374
2024	0.1072518439
2025	0.1072430216
2026	0.1072408234
2027	0.1072374715
2028	0.1072295842
2029	0.1072244619
2030	0.1072175194
2031	0.1072058126
2032	0.1072038333
2033	0.1071859997
2034	0.1071813846
2035	0.1071711301
2036	0.1071570561
2037	0.1071489798
2038	0.1071371039
2039	0.1071318026
2040	0.1071250491
2041	0.1071229305
2042	0.1071201058
2043	0.1071135711
2044	0.1071086079
2045	0.1071071757
2046	0.1071053456
2047	0.1070981644
2048	0.107084727
2049	0.1070839313
2050	0.1070687434
2051	0.1070661574
2052	0.1070530482
2053	0.107050671
2054	0.1070470705
2055	0.1070434401
2056	0.1070356224
2057	0.1070340807
2058	0.1070275361
2059	0.1070254374
2060	0.1070159885
2061	0.1070088371
2062	0.1069863984
2063	0.106977775
2064	0.1069708922
2065	0.106967958
2066	0.1069490104
2067	0.1069463946
2068	0.1069305005
2069	0.1069287698
2070	0.106925219
2071	0.1069127961
2072	0.1068954996
2073	0.1068752888
2074	0.1068705047
2075	0.1068677894
2076	0.1068424861
2077	0.1068392337
2078	0.1068360509
2079	0.1068313264
2080	0.1068275369
2081	0.1068122694
2082	0.1067996973
2083	0.1067975887
2084	0.1067885078
2085	0.1067827489
2086	0.1067784323
2087	0.1067755379
2088	0.1067714401
2089	0.1067665664
2090	0.1067606583
2091	0.1067585597
2092	0.1067530594
2093	0.1067482255
2094	0.1067447244
2095	0.1067386174
2096	0.1067338432
2097	0.1067301134
2098	0.1067262344
2099	0.1067222061
2100	0.1067202467
2101	0.1067128368
2102	0.1067099921
2103	0.1067071972
2104	0.1067051185
2105	0.1067042531
2106	0.1066949236
2107	0.1066889459
2108	0.1066793975
2109	0.1066744144
2110	0.1066655225
2111	0.1066460676
2112	0.1066411641
2113	0.1066193321
2114	0.1066018565
2115	0.1065995987
2116	0.1065947549
2117	0.1065849678
2118	0.1065760758
2119	0.1065716398
2120	0.1065648863
2121	0.1065613156
2122	0.1065582422
2123	0.1065524137
2124	0.1065461973
2125	0.106533675
2126	0.1065290201
2127	0.1065235497
2128	0.1065194518
2129	0.1065179301
2130	0.1065079639
2131	0.1064938104
2132	0.1064803233
2133	0.1064762354
2134	0.1064691238
2135	0.1064573375
2136	0.1064523544
2137	0.1064495098
2138	0.1064430845
2139	0.1064280558
2140	0.1064263549
2141	0.1064114953
2142	0.1064047517
2143	0.106401927
2144	0.1063995697
2145	0.1063842425
2146	0.1063826611
2147	0.1063776382
2148	0.1063718793
2149	0.1063684578
2150	0.1063624801
2151	0.1063611971
2152	0.1063566516
2153	0.1063444774
2154	0.1063398723
2155	0.106338082
2156	0.1063331387
2157	0.1063230632
2158	0.1063157427
2159	0.1063136142
2160	0.1063116747
2161	0.1063092478
2162	0.1063061744
2163	0.1063019473
2164	0.106297551
2165	0.1062951042
2166	0.1062867792
2167	0.1062799561
2168	0.1062721284
2169	0.1062647384
2170	0.1062573682
2171	0.1062529222
2172	0.1062459002
2173	0.1062452636
2174	0.1062367894
2175	0.106233169
2176	0.1062166283
2177	0.1062102528
2178	0.1062068213
2179	0.1062054289
2180	0.1062030517
2181	0.1061983969
2182	0.1061938117
2183	0.1061908875
2184	0.1061844025
2185	0.1061803842
2186	0.106177828
2187	0.1061719597
2188	0.1061609791
2189	0.1061545538
2190	0.106131578
2191	0.1061270624
2192	0.1061214328
2193	0.1061153556
2194	0.1061110788
2195	0.1061012916
2196	0.1060935932
2197	0.1060774903
2198	0.1060672854
2199	0.1060567026
2200	0.1060550913
2201	0.1060421711
2202	0.1060398139
2203	0.1060380534
2204	0.1060331598
2205	0.1060256902
2206	0.1060171165
2207	0.10600908
2208	0.1060035101
2209	0.1059940412
2210	0.105980385
2211	0.1059771028
2212	0.1059659928
2213	0.1059651872
2214	0.1059566433
2215	0.1059555493
2216	0.1059425595
2217	0.1059369498
2218	0.1059207175
2219	0.1058942903
2220	0.1058858957
2221	0.1058739602
2222	0.105872707
2223	0.1058700513
2224	0.1058669182
2225	0.1058653567
2226	0.1058624325
2227	0.1058503279
2228	0.1058481596
2229	0.1058454642
2230	0.1058285257
2231	0.1058230155
2232	0.1058173262
2233	0.1058059079
2234	0.105802019
2235	0.1057887208
2236	0.1057824646
2237	0.1057701611
2238	0.1057620251
2239	0.1057510047
2240	0.1057436743
2241	0.1057343944
2242	0.1057320968
2243	0.105723175
2244	0.1057208078
2245	0.1057155363
2246	0.1057081164
2247	0.1057067538
2248	0.1056876769
2249	0.1056819677
2250	0.1056693459
2251	0.1056644922
2252	0.1056623338
2253	0.1056597777
2254	0.1056494932
2255	0.1056474642
2256	0.1056440526
2257	0.1056374284
2258	0.1056368615
2259	0.1056343053
2260	0.1056223798
2261	0.1056210867
2262	0.1056188091
2263	0.1056129109
2264	0.1056092706
2265	0.1056019899
2266	0.1055980512
2267	0.1055946098
2268	0.1055898953
2269	0.1055887117
2270	0.1055782284
2271	0.1055758015
2272	0.1055705399
2273	0.1055659547
2274	0.105563856
2275	0.1055587138
2276	0.1055541783
2277	0.1055519802
2278	0.1055447194
2279	0.1055432275
2280	0.1055387616
2281	0.105535927
2282	0.1055281192
2283	0.1055244888
2284	0.1055061081
2285	0.1055039199
2286	0.1054901842
2287	0.1054778309
2288	0.1054633293
2289	0.1054495338
2290	0.1054429793
2291	0.1054411392
2292	0.1054391897
2293	0.1054327943
2294	0.1054272841
2295	0.1054213263
2296	0.1054122553
2297	0.1054072722
2298	0.1054015631
2299	0.105395844
2300	0.1053929596
2301	0.1053896574
2302	0.1053716348
2303	0.1053640259
2304	0.1053627429
2305	0.105334973
2306	0.1053339883
2307	0.1053259219
2308	0.1053151799
2309	0.1053142549
2310	0.1053114202
2311	0.105303871
2312	0.1053007777
2313	0.1052904138
2314	0.1052829939
2315	0.1052801194
2316	0.1052786374
2317	0.1052740124
2318	0.1052651801
2319	0.1052515737
2320	0.1052424927
2321	0.1052399266
2322	0.1052380269
2323	0.1052250072
2324	0.1052221228
2325	0.1052107642
2326	0.1052081284
2327	0.1052054231
2328	0.1052042892
2329	0.1051988188
2330	0.1051775338
2331	0.1051637383
2332	0.1051583574
2333	0.1051547768
2334	0.1051460042
2335	0.1051405437
2336	0.1051383655
2337	0.1051367741
2338	0.105135481
2339	0.1051287972
2340	0.1051237644
2341	0.1051059705
2342	0.1051002912
2343	0.1050911606
2344	0.1050828157
2345	0.1050758533
2346	0.1050736353
2347	0.1050677869
2348	0.1050611229
2349	0.1050520718
2350	0.105051843
2351	0.1050501721
2352	0.1050493565
2353	0.1050414393
2354	0.1050398578
2355	0.1050350239
2356	0.1050311349
2357	0.1050226408
2358	0.1050154497
2359	0.1050120282
2360	0.1050059013
2361	0.1050037231
2362	0.1049946123
2363	0.1049902758
2364	0.104984487
2365	0.1049815529
2366	0.1049762515
2367	0.1049732975
2368	0.1049668026
2369	0.1049594822
2370	0.1049492176
2371	0.104944523
2372	0.1049305187
2373	0.1049254362
2374	0.1049056232
2375	0.1049042705
2376	0.1048954084
2377	0.1048899977
2378	0.1048851041
2379	0.1048744517
2380	0.1048604673
2381	0.1048554941
2382	0.1048495463
2383	0.1048365366
2384	0.1048304694
2385	0.1048224229
2386	0.1048064392
2387	0.1048020032
2388	0.1047944441
2389	0.104793718
2390	0.1047901672
2391	0.1047852239
2392	0.1047840303
2393	0.1047787588
2394	0.1047599206
2395	0.1047533959
2396	0.104740784
2397	0.1047313351
2398	0.1047302709
2399	0.1047187531
2400	0.1047156598
2401	0.1047106668
2402	0.1047083792
2403	0.1046958867
2404	0.1046946732
2405	0.1046932609
2406	0.1046822106
2407	0.1046746912
2408	0.1046717372
2409	0.1046578522
2410	0.1046503329
2411	0.1046361197
2412	0.1046344586
2413	0.1046318428
2414	0.1046246218
2415	0.1046179479
2416	0.1046171621
2417	0.104614417
2418	0.1046130842
2419	0.1046082503
2420	0.104592197
2421	0.1045914013
2422	0.1045838024
2423	0.1045814252
2424	0.104571847
2425	0.1045647852
2426	0.1045580715
2427	0.1045523822
2428	0.1045433013
2429	0.1045373335
2430	0.1045358018
2431	0.1045305303
2432	0.1045273674
2433	0.1045228816
2434	0.1045096332
2435	0.1045079623
2436	0.1044997268
2437	0.1044921477
2438	0.1044863888
2439	0.1044777455
2440	0.1044714595
2441	0.104467491
2442	0.1044654818
2443	0.1044617918
2444	0.104459524
2445	0.1044519052
2446	0.1044411632
2447	0.1044321022
2448	0.104423996
2449	0.1044143482
2450	0.1044126275
2451	0.1044015971
2452	0.1043985535
2453	0.1043958481
2454	0.1043876524
2455	0.1043757368
2456	0.1043697989
2457	0.1043667852
2458	0.1043663277
2459	0.1043569981
2460	0.1043547602
2461	0.1043518857
2462	0.1043475293
2463	0.104342576
2464	0.1043373542
2465	0.104335743
2466	0.1043297851
2467	0.1043160195
2468	0.1043057053
2469	0.1043025324
2470	0.1042972609
2471	0.1042900399
2472	0.1042855641
2473	0.1042845794
2474	0.1042783034
2475	0.1042718582
2476	0.1042677703
2477	0.1042646273
2478	0.1042564316
2479	0.104245799
2480	0.1042374044
2481	0.1042363302
2482	0.104226006
2483	0.1042117033
2484	0.1041993003
2485	0.1041899508
2486	0.1041849777
2487	0.1041799051
2488	0.1041674226
2489	0.1041604503
2490	0.104156064
2491	0.1041524933
2492	0.1041503548
2493	0.104145889
2494	0.1041249123
2495	0.1041164481
2496	0.104111286
2497	0.1041095056
2498	0.1041022448
2499	0.1040951233
2500	0.1040910056
2501	0.1040841327
2502	0.1040762254
2503	0.1040699493
2504	0.1040644889
2505	0.1040579542
2506	0.1040557958
2507	0.1040528517
2508	0.1040429254
2509	0.1040393945
2510	0.10403467
2511	0.104028931
2512	0.1040271904
2513	0.1040248133
2514	0.1040236993
2515	0.1040212426
2516	0.1040095955
2517	0.1040062038
2518	0.1040052291
2519	0.1039959294
2520	0.1039953724
2521	0.1039874054
2522	0.1039858638
2523	0.1039693629
2524	0.1039633454
2525	0.103961386
2526	0.1039577059
2527	0.1039543839
2528	0.1039492516
2529	0.1039434529
2530	0.1039384997
2531	0.1039342527
2532	0.1039299559
2533	0.103927718
2534	0.1039097849
2535	0.1039060252
2536	0.103902355
2537	0.1038993016
2538	0.1038973919
2539	0.1038941693
2540	0.1038812789
2541	0.1038777182
2542	0.1038689754
2543	0.103862401
2544	0.1038551601
2545	0.1038482773
2546	0.1038429958
2547	0.1038387886
2548	0.1038265248
2549	0.1038242869
2550	0.103816688
2551	0.1038076469
2552	0.1037986256
2553	0.1037881423
2554	0.1037848501
2555	0.103783189
2556	0.1037743966
2557	0.1037703385
2558	0.1037662307
2559	0.1037608597
2560	0.1037585422
2561	0.1037441401
2562	0.1037424989
2563	0.1037389183
2564	0.103727132
2565	0.1037105615
2566	0.1037031914
2567	0.1037026045
2568	0.1037019978
2569	0.1036996704
2570	0.1036921013
2571	0.103690679
2572	0.10368123
2573	0.1036785545
2574	0.1036765653
2575	0.1036714429
2576	0.1036658432
2577	0.1036646397
2578	0.1036588112
2579	0.1036535695
2580	0.1036453241
2581	0.1036420916
2582	0.1036415644
2583	0.1036397045
2584	0.1036372079
2585	0.103633488
2586	0.1036265953
2587	0.1036171961
2588	0.1036165595
2589	0.103606852
2590	0.1036052208
2591	0.1036023165
2592	0.1035952547
2593	0.1035928676
2594	0.1035912563
2595	0.1035857063
2596	0.1035789528
2597	0.1035740493
2598	0.103569842
2599	0.1035650579
2600	0.1035613877
2601	0.103557996
2602	0.103552824
2603	0.1035504965
2604	0.1035419925
2605	0.1035370691
2606	0.1035339062
2607	0.1035303454
2608	0.1035259691
2609	0.103522468
2610	0.1035181016
2611	0.1035001785
2612	0.1034911075
2613	0.1034840556
2614	0.1034800473
2615	0.1034776502
2616	0.1034729954
2617	0.103467137
2618	0.1034542566
2619	0.1034495222
2620	0.1034452951
2621	0.1034186789
2622	0.1034158243
2623	0.1034105528
2624	0.1034069821
2625	0.1034057786
2626	0.1034005668
2627	0.1033967574
2628	0.1033909388
2629	0.1033814103
2630	0.10336666
2631	0.1033650686
2632	0.1033551423
2633	0.1033494829
2634	0.1033401135
2635	0.10333521
2636	0.1033272132
2637	0.1033173764
2638	0.1033124132
2639	0.1033105831
2640	0.1033073804
2641	0.1033024669
2642	0.1032975038
2643	0.1032866624
2644	0.1032646115
2645	0.1032610607
2646	0.1032570822
2647	0.1032550432
2648	0.1032474741
2649	0.1032449776
2650	0.1032428193
2651	0.1032375776
2652	0.1032310927
2653	0.1032237026
2654	0.1032184908
2655	0.1032107327
2656	0.1032037007
2657	0.1032000504
2658	0.1031954751
2659	0.1031933168
2660	0.1031917354
2661	0.1031881547
2662	0.1031858372
2663	0.1031847034
2664	0.1031803767
2665	0.1031772238
2666	0.1031743593
2667	0.1031717533
2668	0.1031704305
2669	0.1031676356
2670	0.1031666012
2671	0.1031565953
2672	0.1031448587
2673	0.1031419146
2674	0.1031393783
2675	0.103132764
2676	0.1031321772
2677	0.103129989
2678	0.1031269156
2679	0.1031247275
2680	0.1031237328
2681	0.1031030745
2682	0.1030965
2683	0.1030931979
2684	0.1030916462
2685	0.1030881651
2686	0.1030872003
2687	0.1030677056
2688	0.10306319
2689	0.1030623744
2690	0.1030594403
2691	0.1030571726
2692	0.1030419051
2693	0.1030392494
2694	0.1030309443
2695	0.1030258916
2696	0.1030204212
2697	0.1030162338
2698	0.1030083862
2699	0.1030050642
2700	0.1030035026
2701	0.1029993451
2702	0.1029944117
2703	0.1029912488
2704	0.1029852214
2705	0.1029815313
2706	0.1029681934
2707	0.1029617283
2708	0.1029553429
2709	0.1029494248
2710	0.1029457447
2711	0.1029402942
2712	0.1029328842
2713	0.1029207299
2714	0.1029175968
2715	0.1029083966
2716	0.1029015038
2717	0.1028936562
2718	0.1028772847
2719	0.102861122
2720	0.1028523395
2721	0.102851872
2722	0.1028457054
2723	0.1028428508
2724	0.1028301693
2725	0.1028246392
2726	0.1028192284
2727	0.1028153096
2728	0.1028088943
2729	0.1028044284
2730	0.1027985502
2731	0.1027942236
2732	0.1027881762
2733	0.1027858488
2734	0.1027813332
2735	0.1027754351
2736	0.1027710985
2737	0.1027643749
2738	0.1027597897
2739	0.1027577407
2740	0.1027482222
2741	0.1027440646
2742	0.1027362668
2743	0.1027309853
2744	0.1027270665
2745	0.1027184928
2746	0.1027037823
2747	0.1026948904
2748	0.1026734463
2749	0.1026581191
2750	0.1026480137
2751	0.1026417973
2752	0.1026348946
2753	0.1026252467
2754	0.1026227701
2755	0.1026163349
2756	0.1026128537
2757	0.1026060206
2758	0.102602818
2759	0.10260244
2760	0.1025929712
2761	0.1025882268
2762	0.1025848053
2763	0.1025817419
2764	0.1025792851
2765	0.1025719448
2766	0.1025685631
2767	0.102557841
2768	0.1025567867
2769	0.1025540018
2770	0.1025522214
2771	0.1025468604
2772	0.1025435483
2773	0.1025413501
2774	0.1025237154
2775	0.1024985315
2776	0.1024942348
2777	0.1024882571
2778	0.1024798027
2779	0.1024726912
2780	0.1024710898
2781	0.1024664748
2782	0.1024612629
2783	0.1024391524
2784	0.1024330554
2785	0.1024302903
2786	0.1024280325
2787	0.1024236363
2788	0.1024143365
2789	0.1023998946
2790	0.1023978656
2791	0.1023897096
2792	0.1023805591
2793	0.10237299
2794	0.1023558426
2795	0.102352073
2796	0.1023516155
2797	0.1023504717
2798	0.1023447526
2799	0.1023404657
2800	0.1023353932
2801	0.1023342394
2802	0.1023279633
2803	0.1023191112
2804	0.1023152818
2805	0.1023069568
2806	0.102306002
2807	0.102305455
2808	0.1023011582
2809	0.1022983633
2810	0.1022845877
2811	0.1022818724
2812	0.1022801815
2813	0.1022608659
2814	0.1022572753
2815	0.1022514369
2816	0.1022499549
2817	0.1022379398
2818	0.1022372237
2819	0.1022335933
2820	0.1022310471
2821	0.1022274764
2822	0.1022254075
2823	0.1022231597
2824	0.1022188331
2825	0.102217918
2826	0.1022059228
2827	0.1022008304
2828	0.1021869553
2829	0.1021803212
2830	0.1021753182
2831	0.1021640989
2832	0.1021630048
2833	0.1021578725
2834	0.1021552964
2835	0.1021482843
2836	0.1021428238
2837	0.1021414115
2838	0.1021339816
2839	0.1021312663
2840	0.1021223346
2841	0.1021212007
2842	0.1021175803
2843	0.1021164762
2844	0.1021135321
2845	0.1021092453
2846	0.1021079125
2847	0.1021029493
2848	0.1021029195
2849	0.1020966036
2850	0.1020911431
2851	0.1020823208
2852	0.1020766316
2853	0.1020588079
2854	0.1020471011
2855	0.1020467132
2856	0.1020458081
2857	0.1020429734
2858	0.1020417501
2859	0.1020378909
2860	0.102034738
2861	0.1020223051
2862	0.1020215492
2863	0.1020195998
2864	0.1020180481
2865	0.1020141492
2866	0.102005685
2867	0.1020027011
2868	0.1019972704
2869	0.10199179
2870	0.1019870656
2871	0.1019799142
2872	0.1019756075
2873	0.1019730414
2874	0.1019699779
2875	0.1019627371
2876	0.1019602903
2877	0.1019549193
2878	0.1019518658
2879	0.101947022
2880	0.1019423671
2881	0.1019398607
2882	0.101934251
2883	0.10193073
2884	0.1019210225
2885	0.1019167754
2886	0.1019119316
2887	0.1019079034
2888	0.1019010703
2889	0.1018920789
2890	0.101889473
2891	0.1018889359
2892	0.1018849176
2893	0.1018817945
2894	0.1018802727
2895	0.1018598133
2896	0.1018508418
2897	0.1018481762
2898	0.1018426958
2899	0.1018326899
2900	0.1018322224
2901	0.1018288407
2902	0.1018233404
2903	0.1018220374
2904	0.1018086498
2905	0.1017958987
2906	0.1017867282
2907	0.101783068
2908	0.1017812578
2909	0.1017776473
2910	0.1017760857
2911	0.1017733306
2912	0.1017647271
2913	0.1017605
2914	0.1017574365
2915	0.1017551688
2916	0.1017508422
2917	0.1017446556
2918	0.101739404
2919	0.1017343115
2920	0.1017319542
2921	0.1017306712
2922	0.1017182185
2923	0.1017134841
