iter	MAPE
866	0.120253103
867	0.120237567
868	0.1202263078
869	0.1201941516
870	0.1201731153
871	0.1201607521
872	0.1201335889
873	0.1201323257
874	0.1201207085
875	0.1201052122
876	0.1200979515
877	0.1200822861
878	0.1200741003
879	0.1200692267
880	0.1200578382
881	0.1200483396
882	0.1200417154
883	0.1200219024
884	0.1200173073
885	0.1200022486
886	0.119988672
887	0.1199709776
888	0.1199345943
889	0.1199201125
890	0.119912245
891	0.1199048251
892	0.1198903335
893	0.1198672283
894	0.1198537313
895	0.1198518415
896	0.1198370315
897	0.119825832
898	0.1198094605
899	0.119791418
900	0.1197771551
901	0.1197426913
902	0.119716662
903	0.119700758
904	0.1196906327
905	0.1196488982
906	0.1196346452
907	0.1196089541
908	0.1196060498
909	0.1196003008
910	0.119589917
911	0.1195821589
912	0.119553832
913	0.1195304583
914	0.1195116201
915	0.1195035636
916	0.1194938362
917	0.1194860184
918	0.1194674687
919	0.1194399474
920	0.1193921656
921	0.119371368
922	0.1193485513
923	0.1193386449
924	0.1193193094
925	0.1193122873
926	0.1192952096
927	0.1192800217
928	0.1192638391
929	0.1192553948
930	0.119239988
931	0.1192134017
932	0.119193539
933	0.1191866165
934	0.1191810664
935	0.1191708914
936	0.1191486019
937	0.1191448024
938	0.1191058231
939	0.1190907843
940	0.1190761932
941	0.1190614926
942	0.1190559426
943	0.119039223
944	0.1190284313
945	0.1190217773
946	0.1189998955
947	0.1189674409
948	0.1189450817
949	0.1189079425
950	0.1188972105
951	0.1188727427
952	0.1188678193
953	0.1188508908
954	0.1188299141
955	0.1188128364
956	0.1187901291
957	0.1187865982
958	0.1187770299
959	0.1187353154
960	0.1187240562
961	0.1187180188
962	0.1187067796
963	0.1186833462
964	0.1186659303
965	0.1186589182
966	0.1186292287
967	0.1186019163
968	0.1185881009
969	0.1185779558
970	0.1185607885
971	0.1185457001
972	0.1185372458
973	0.118529607
974	0.1185136632
975	0.1185089586
976	0.1185025433
977	0.1184830984
978	0.1184760564
979	0.1184721277
980	0.1184376241
981	0.1184286327
982	0.1184117639
983	0.1183806023
984	0.1183745649
985	0.1183705964
986	0.1183611375
987	0.1183590289
988	0.1183345014
989	0.118319035
990	0.1183177519
991	0.1183073283
992	0.1182974914
993	0.1182952137
994	0.1182854664
995	0.1182621027
996	0.1182540263
997	0.1182206567
998	0.1182028628
999	0.1181640128
1000	0.1181463184
1001	0.1181382619
1002	0.1181035296
1003	0.1181007148
1004	0.118096985
1005	0.1180772616
1006	0.1180715823
1007	0.1180564142
1008	0.1180504366
1009	0.1180399731
1010	0.118035915
1011	0.11801835
1012	0.1180103731
1013	0.1179865717
1014	0.1179770034
1015	0.117933966
1016	0.1179246961
1017	0.1179029635
1018	0.1179003576
1019	0.1178857764
1020	0.117859757
1021	0.1178346626
1022	0.1178051422
1023	0.1178016908
1024	0.1177780287
1025	0.1177573803
1026	0.1177508257
1027	0.1177232945
1028	0.1177094791
1029	0.117705073
1030	0.1177003783
1031	0.1176846334
1032	0.117679531
1033	0.1176597181
1034	0.1176524076
1035	0.1176361454
1036	0.1176302075
1037	0.117609957
1038	0.1175972357
1039	0.1175913674
1040	0.1175765376
1041	0.1175704505
1042	0.1175598279
1043	0.117535937
1044	0.1175130009
1045	0.1175057601
1046	0.1174931283
1047	0.1174916364
1048	0.117490413
1049	0.1174560388
1050	0.117451195
1051	0.1174456151
1052	0.1174446105
1053	0.1174367132
1054	0.1174086648
1055	0.1174047957
1056	0.1173919949
1057	0.117375325
1058	0.1173649908
1059	0.1173624247
1060	0.1173313526
1061	0.1173205012
1062	0.1173014641
1063	0.1172837996
1064	0.1172615001
1065	0.117253563
1066	0.1172395388
1067	0.1172283294
1068	0.1172204917
1069	0.1171958946
1070	0.1171709693
1071	0.1171537325
1072	0.1171452384
1073	0.1171413096
1074	0.1171175381
1075	0.1171063287
1076	0.1170861875
1077	0.1170751372
1078	0.1170591934
1079	0.1170329751
1080	0.1170294342
1081	0.1170249683
1082	0.1170135302
1083	0.1169855215
1084	0.1169742624
1085	0.1169508986
1086	0.1169445231
1087	0.1169373916
1088	0.1169049967
1089	0.1168918676
1090	0.1168749889
1091	0.1168648536
1092	0.1168522219
1093	0.1168401472
1094	0.1168322399
1095	0.1168251681
1096	0.116819071
1097	0.1167916492
1098	0.116774661
1099	0.1167529782
1100	0.1167338516
1101	0.1167145559
1102	0.1166981147
1103	0.1166914706
1104	0.1166682063
1105	0.1166353937
1106	0.1166060025
1107	0.1165811269
1108	0.1165601304
1109	0.1165545207
1110	0.1165457083
1111	0.1165194005
1112	0.11647509
1113	0.1164662279
1114	0.1164610061
1115	0.1164472106
1116	0.1164294367
1117	0.1164194109
1118	0.1164087087
1119	0.1163995979
1120	0.1163934711
1121	0.1163717385
1122	0.1163573363
1123	0.1163442172
1124	0.1163396917
1125	0.1163232406
1126	0.1163036067
1127	0.1162945556
1128	0.1162760357
1129	0.1162724749
1130	0.1162439988
1131	0.1162270405
1132	0.1162147966
1133	0.1162046515
1134	0.1161736987
1135	0.1161650356
1136	0.1161599132
1137	0.1161540549
1138	0.11614941
1139	0.1161372358
1140	0.116132581
1141	0.116124803
1142	0.1160714911
1143	0.1160624102
1144	0.1160488534
1145	0.1160395835
1146	0.1159931942
1147	0.1159655834
1148	0.1159485952
1149	0.1159115852
1150	0.1159010024
1151	0.1158996398
1152	0.1158880922
1153	0.1158721683
1154	0.1158559658
1155	0.1158418819
1156	0.1158251325
1157	0.1158107303
1158	0.1157797079
1159	0.115766927
1160	0.1157612278
1161	0.1157485762
1162	0.1157298872
1163	0.115705131
1164	0.1156925788
1165	0.1156717016
1166	0.1156465774
1167	0.1156280276
1168	0.1156197623
1169	0.1156028636
1170	0.1155919128
1171	0.1155791717
1172	0.1155753722
1173	0.115569295
1174	0.1155511829
1175	0.1155284458
1176	0.1155073498
1177	0.1154924404
1178	0.1154878651
1179	0.1154752035
1180	0.115439765
1181	0.1154283766
1182	0.1154105827
1183	0.1153963596
1184	0.1153755521
1185	0.1153507958
1186	0.11532968
1187	0.1153034119
1188	0.1152994235
1189	0.115288781
1190	0.1152703307
1191	0.1152573707
1192	0.115243446
1193	0.1152383933
1194	0.1152360858
1195	0.1152253339
1196	0.1152179438
1197	0.1152142338
1198	0.1151865137
1199	0.1151649601
1200	0.1151536711
1201	0.115142044
1202	0.1151304864
1203	0.1150998719
1204	0.1150963509
1205	0.1150880458
1206	0.115077642
1207	0.1150641251
1208	0.1150506081
1209	0.115042293
1210	0.1150292734
1211	0.1150103059
1212	0.1149940935
1213	0.1149928303
1214	0.1149870615
1215	0.114978279
1216	0.1149621561
1217	0.1149482214
1218	0.1149352217
1219	0.1149220528
1220	0.1149059896
1221	0.1149006087
1222	0.1148960533
1223	0.1148866144
1224	0.1148797614
1225	0.1148766184
1226	0.1148577006
1227	0.114836346
1228	0.1148210586
1229	0.1148138675
1230	0.1148067858
1231	0.1147908021
1232	0.114763072
1233	0.1147468894
1234	0.1147385644
1235	0.1147302494
1236	0.1147208203
1237	0.114706637
1238	0.114701276
1239	0.1146886939
1240	0.1146761119
1241	0.1146730982
1242	0.1146526189
1243	0.1146495455
1244	0.114631682
1245	0.114618364
1246	0.1146142662
1247	0.1145999336
1248	0.114593021
1249	0.1145702739
1250	0.1145585871
1251	0.1145559911
1252	0.1145492873
1253	0.1145453685
1254	0.1145378292
1255	0.1145287981
1256	0.1145239343
1257	0.1145069461
1258	0.1144994168
1259	0.1144862778
1260	0.1144781319
1261	0.1144635407
1262	0.1144452098
1263	0.1144350348
1264	0.114422214
1265	0.1144088562
1266	0.1143994073
1267	0.1143911221
1268	0.1143808575
1269	0.114376153
1270	0.1143603782
1271	0.1143358209
1272	0.1143101696
1273	0.114300094
1274	0.1142889045
1275	0.1142739553
1276	0.1142523321
1277	0.1142387157
1278	0.114214238
1279	0.1142086482
1280	0.1141952208
1281	0.1141723046
1282	0.1141491398
1283	0.1141461758
1284	0.1141423863
1285	0.1141358317
1286	0.1141257064
1287	0.1141205543
1288	0.1141070174
1289	0.1140980559
1290	0.1140905066
1291	0.1140816843
1292	0.1140746722
1293	0.1140697588
1294	0.1140677397
1295	0.1140463751
1296	0.1140343402
1297	0.1140168049
1298	0.1140062221
1299	0.1139968329
1300	0.1139781439
1301	0.1139546508
1302	0.1139478575
1303	0.1139457092
1304	0.1139369067
1305	0.1139193814
1306	0.1139063717
1307	0.1139009709
1308	0.1138886575
1309	0.1138793279
1310	0.1138601814
1311	0.1138500461
1312	0.1138455305
1313	0.1138259563
1314	0.1138146872
1315	0.1138021848
1316	0.1137886082
1317	0.1137850772
1318	0.1137767622
1319	0.1137592966
1320	0.1137571382
1321	0.1137485447
1322	0.1137381707
1323	0.1137216699
1324	0.1137103809
1325	0.1137080535
1326	0.1136988532
1327	0.1136847494
1328	0.1136689051
1329	0.1136625792
1330	0.1136452529
1331	0.1136406179
1332	0.1136299953
1333	0.1136174829
1334	0.1136021956
1335	0.1135938208
1336	0.1135834369
1337	0.1135717103
1338	0.1135582829
1339	0.1135494208
1340	0.1135408272
1341	0.1135322436
1342	0.1135306621
1343	0.1135241971
1344	0.1135196715
1345	0.113516986
1346	0.1135083229
1347	0.1134917524
1348	0.1134672349
1349	0.1134495903
1350	0.1134319655
1351	0.1134094174
1352	0.1133973028
1353	0.1133759582
1354	0.1133727257
1355	0.1133649079
1356	0.1133614566
1357	0.1133398235
1358	0.113316032
1359	0.1133010828
1360	0.1132857557
1361	0.1132819363
1362	0.1132777589
1363	0.1132728255
1364	0.1132676037
1365	0.1132641325
1366	0.1132331698
1367	0.1132240093
1368	0.1132111787
1369	0.1132080655
1370	0.1132012225
1371	0.1131963289
1372	0.1131806337
1373	0.1131775703
1374	0.1131496114
1375	0.1131482885
1376	0.1131434945
1377	0.1131278291
1378	0.1131201307
1379	0.1131107315
1380	0.1130984877
1381	0.1130950363
1382	0.1130725379
1383	0.1130663315
1384	0.1130528244
1385	0.1130393473
1386	0.1130324247
1387	0.1130236024
1388	0.1130217524
1389	0.1130058483
1390	0.1129979709
1391	0.1129834195
1392	0.1129757012
1393	0.11297223
1394	0.1129676647
1395	0.1129586733
1396	0.1129486275
1397	0.112937438
1398	0.1129112595
1399	0.112888781
1400	0.1128760697
1401	0.1128672871
1402	0.1128648702
1403	0.1128577586
1404	0.1128379258
1405	0.1128251747
1406	0.1128166806
1407	0.1128090419
1408	0.1127813913
1409	0.1127672975
1410	0.1127591515
1411	0.1127540789
1412	0.1127488571
1413	0.1127439934
1414	0.1127336294
1415	0.1127271644
1416	0.1127060982
1417	0.1126957442
1418	0.1126750759
1419	0.1126670095
1420	0.1126605344
1421	0.1126586745
1422	0.1126326352
1423	0.1125978631
1424	0.1125839782
1425	0.1125798704
1426	0.1125766776
1427	0.112564026
1428	0.112555323
1429	0.1125345453
1430	0.1125328047
1431	0.1125286969
1432	0.1125159259
1433	0.1125147224
1434	0.1125053929
1435	0.1124969982
1436	0.1124826657
1437	0.1124789159
1438	0.112465399
1439	0.112464464
1440	0.1124402549
1441	0.1124269368
1442	0.1124229285
1443	0.1124202132
1444	0.1124017728
1445	0.1123911801
1446	0.1123733266
1447	0.1123612419
1448	0.1123549757
1449	0.112351783
1450	0.1123391413
1451	0.1123346754
1452	0.1123141762
1453	0.1122955966
1454	0.112269985
1455	0.1122664442
1456	0.1122620081
1457	0.1122519226
1458	0.1122493864
1459	0.1122351035
1460	0.1122280417
1461	0.1122246003
1462	0.1122168323
1463	0.1121967309
1464	0.1121821497
1465	0.1121724621
1466	0.1121696473
1467	0.1121653207
1468	0.1121609741
1469	0.1121401069
1470	0.1121380182
1471	0.1121267491
1472	0.1121200056
1473	0.112114734
1474	0.1121093432
1475	0.112099944
1476	0.1120928423
1477	0.1120918477
1478	0.11208958
1479	0.1120574238
1480	0.1120511676
1481	0.1120458662
1482	0.1120429917
1483	0.1120249791
1484	0.1120104576
1485	0.1119856218
1486	0.1119789081
1487	0.111970414
1488	0.1119673107
1489	0.1119663062
1490	0.1119429126
1491	0.1119317032
1492	0.1119212596
1493	0.1119124572
1494	0.1119054252
1495	0.1119006211
1496	0.111892505
1497	0.1118720157
1498	0.1118384471
1499	0.1118325291
1500	0.111822006
1501	0.1118163963
1502	0.111804799
1503	0.1118017952
1504	0.1117931917
1505	0.1117800825
1506	0.1117719863
1507	0.1117658992
1508	0.1117629352
1509	0.1117443656
1510	0.1117307591
1511	0.1117081811
1512	0.1116982548
